PF10,PL10,PF01,PL01,PL11,PRG1,PF02,PL02,PL12,PRG2,PF03,PL03,PL13,PF04,PL04,PF05,PL05,PF06,PL06,PF07,PL07,PF08,PL08,PF09,PL09,PRGA,PTHA,PSTA,PLEB,PREB,PKAC,PACC,PRGC,PHED,RCHD,PGID,PHPD,PSPD,PRSD,PPOE,PBRE,PEYE,PLMG,PFSH,PLSH,PMSH,PRSH,PSSH,PCTH,PAGI,PSKI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PHCL,PFGM,PGGM,HELM,PHAN,PJEN,PTEN,PLHN,PRHN,PSLO,PTTO,PLFP,PTHP,PFMP,PIMP,PJMP,PTYP,PCAR,PYER,PRGR,PKPR,PSTR,POVR,PAWR,PRGS,PDIS,PVIS,PFJS,PPOS,PLWS,PRWS,PHGT,PRGT,PWGT,PSLT,PGRT,PRST,PRGY,PLSY
0,0,46,49,0,0,5,9,0,0,18,12,0,18,11,25,9,0,14,0,19,0,0,0,0,0,0,17,0,0,0,24,0,2,5970,3726,0,16,2,11,0,0,0,0,0,0,0,4,6,20,5,21,2,3,2,0,10,6,0,0,0,2,0,24,2,2,2,1,0,0,0,41,19,14,0,5,0,0,0,6,8,6,0,3,0,0,1,0,0,67,0,27,0,0,0,0,0
0,0,39,42,0,0,1,5,0,0,18,20,0,20,20,5,1,12,23,12,1,0,25,0,0,0,0,19,0,0,0,21,0,5,5425,3727,0,17,2,3,0,0,0,0,0,1,0,3,8,17,5,20,2,2,4,0,2,8,0,0,0,0,0,32,1,2,2,1,0,0,0,41,21,11,0,11,3,0,0,10,11,9,0,1,0,0,1,5,0,69,0,36,1,0,0,0,0
0,0,40,36,0,0,5,15,0,0,20,8,0,15,14,18,19,9,15,0,14,0,0,0,0,0,0,10,0,0,0,11,0,1,2386,3728,0,2,2,8,0,0,0,3,0,3,0,-1,4,11,5,6,6,15,17,0,7,4,0,0,0,1,0,72,1,2,2,2,0,0,0,46,10,3,0,1,2,0,0,21,15,12,0,3,0,0,8,0,0,76,0,165,0,0,0,0,0
0,0,33,33,0,0,18,18,0,0,5,1,0,7,20,15,5,18,0,25,0,0,0,0,0,0,0,17,0,0,0,21,0,4,2071,3729,0,17,0,3,0,0,0,0,0,1,0,3,5,18,5,15,11,2,4,0,0,8,0,0,0,1,0,1,1,2,2,0,0,0,0,44,2,14,0,4,2,0,0,9,17,14,0,1,1,0,18,0,0,71,0,37,1,0,0,0,0
0,0,52,49,0,0,1,15,0,0,25,15,0,12,4,9,0,14,0,0,0,0,0,0,0,0,0,11,0,0,0,10,0,4,2321,3730,0,5,2,11,0,1,0,0,0,3,0,3,2,10,6,11,9,2,2,0,8,2,4,0,0,3,0,96,0,2,2,0,0,0,0,48,4,3,0,2,0,0,0,15,11,8,0,6,0,0,12,0,0,73,0,110,1,0,0,0,0
0,0,36,44,0,0,1,25,0,0,8,12,0,12,5,9,19,12,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,2,102,3731,0,3,2,5,0,0,0,2,0,5,0,3,0,10,3,5,2,13,14,0,3,2,0,0,0,2,0,55,1,2,2,0,0,0,0,26,14,2,0,2,1,0,0,18,12,9,0,3,0,0,6,0,0,73,0,133,0,0,0,0,0
0,0,37,47,0,0,25,12,0,0,12,2,0,5,18,0,9,0,3,0,8,0,0,0,0,0,9,9,0,0,8,10,0,2,8864,3732,0,9,2,2,0,0,0,0,0,-1,0,3,2,10,1,9,2,0,0,0,8,2,0,0,0,3,0,13,0,0,0,2,0,0,9,14,4,9,0,2,2,0,17,4,3,11,0,5,0,1,20,0,0,72,0,37,0,0,0,0,0
0,0,44,39,0,0,1,5,0,0,12,14,0,16,3,8,25,0,0,0,0,0,0,0,0,0,0,22,0,0,0,14,0,5,2049,3733,0,9,0,2,0,0,0,1,0,2,0,1,5,12,6,15,8,3,3,0,8,3,0,0,0,1,0,94,0,2,2,2,0,0,0,54,0,9,0,2,0,0,0,8,11,7,0,4,1,0,10,0,0,74,0,84,0,0,0,0,0
0,0,49,37,0,0,9,5,0,0,12,12,0,19,12,15,25,14,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,4,4160,3734,0,3,2,6,0,0,0,3,0,4,0,0,7,11,0,7,2,12,11,0,2,3,0,0,0,2,0,63,1,2,2,0,0,0,0,5,14,7,0,3,0,0,0,16,10,8,0,2,0,1,7,0,0,72,0,139,1,0,0,0,0
0,0,39,29,0,0,1,15,0,0,18,15,0,12,11,5,0,25,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,5,5943,3735,0,3,2,8,0,1,0,2,0,4,0,3,0,11,4,12,6,2,0,0,9,2,4,0,0,0,0,57,0,2,2,0,0,0,0,36,4,7,0,2,0,0,0,14,8,7,0,0,0,0,12,0,0,73,0,124,1,0,0,0,0
0,35,36,45,48,0,1,8,0,0,13,5,0,5,12,19,12,0,13,0,1,0,14,0,0,0,0,15,0,0,0,20,0,1,2398,3736,0,15,0,6,0,0,0,-1,0,1,0,2,5,17,5,19,6,2,2,0,4,6,0,0,0,0,0,37,1,2,2,1,0,0,0,41,3,20,0,5,0,0,0,8,11,8,0,3,0,0,18,0,0,72,0,35,1,0,0,0,0
0,0,30,32,0,0,18,18,0,0,5,1,0,23,14,0,3,0,9,0,19,0,0,0,0,0,0,18,0,0,0,12,0,2,10601,3737,0,11,0,0,0,0,0,0,0,2,0,4,5,11,1,17,8,2,2,0,1,3,0,0,0,1,0,40,0,2,2,2,0,0,0,11,1,12,0,2,0,0,0,9,8,7,0,4,0,0,15,5,0,74,0,60,0,0,0,0,0
0,0,36,46,0,0,1,8,0,0,39,15,0,9,13,3,16,8,19,1,15,5,14,12,0,0,0,19,0,0,0,18,0,3,57,3738,0,17,2,4,0,0,0,-1,0,0,0,4,9,15,6,14,2,5,6,0,7,4,0,0,0,3,0,86,0,2,2,0,0,0,0,48,3,15,0,3,0,0,0,5,9,8,0,3,0,0,3,0,0,73,0,6,1,0,0,0,0
0,0,36,49,0,0,1,9,0,0,13,12,0,1,12,18,9,9,1,0,13,0,19,0,0,0,0,10,0,0,0,8,0,5,2191,3739,0,2,2,12,0,0,0,3,0,4,0,0,0,8,6,5,0,12,14,0,10,2,0,0,0,1,0,75,1,2,2,1,0,0,0,49,15,3,0,2,0,0,0,17,11,8,0,4,0,0,8,0,0,75,0,145,1,0,0,0,0
0,0,30,42,0,0,5,1,0,0,3,20,0,15,20,18,5,9,18,1,19,14,15,0,14,0,0,19,0,0,0,24,0,3,2048,3740,0,20,2,4,0,1,0,0,0,0,0,2,5,22,4,18,4,1,3,0,0,4,0,0,0,3,0,33,1,2,2,0,0,0,0,37,21,15,0,2,1,0,0,6,12,9,0,3,0,0,16,0,0,72,0,31,0,0,0,0,0
0,0,29,39,0,0,8,15,0,0,1,2,0,20,12,15,5,14,25,0,0,0,0,0,0,0,4,19,0,0,0,19,0,0,10601,3741,0,14,2,4,0,0,0,1,0,2,0,2,6,15,6,23,2,4,3,0,3,11,2,0,0,3,0,44,0,2,2,2,0,0,4,54,6,4,0,13,2,0,0,11,11,10,0,4,0,0,1,0,5,73,0,72,0,0,0,0,0
19,0,36,49,0,0,1,25,0,0,54,1,0,37,20,5,20,18,0,18,0,9,0,21,0,0,0,11,0,0,0,11,0,4,29,3742,0,4,2,6,0,0,0,2,0,3,0,1,0,11,5,10,7,2,2,0,1,2,2,0,0,1,0,88,0,2,2,1,0,0,0,46,0,4,0,0,2,0,0,13,9,8,0,2,0,0,12,0,0,75,0,110,0,0,0,0,0
0,0,49,42,0,0,1,1,0,0,25,18,0,14,11,5,19,0,0,0,0,0,0,0,0,0,0,18,0,0,0,14,0,3,2135,3743,0,14,2,2,0,0,0,0,0,2,0,3,4,12,6,16,8,2,2,0,11,2,4,0,0,3,0,26,0,2,2,0,0,0,0,54,6,10,0,2,2,0,0,9,10,8,0,3,1,1,13,5,0,71,0,56,0,0,0,0,0
0,0,36,42,0,0,1,9,0,0,18,5,0,18,18,9,3,14,5,0,0,0,0,0,0,0,0,19,0,0,0,23,0,2,1039,3744,0,22,2,1,0,0,0,-1,0,1,0,2,12,20,6,16,2,0,3,0,4,5,2,0,0,2,0,9,1,2,2,2,0,0,0,54,20,17,0,5,3,0,0,6,14,11,0,1,0,0,3,0,0,71,0,35,1,0,0,0,0
0,0,36,28,0,0,15,21,0,0,8,20,0,14,12,1,5,20,18,8,0,1,0,14,0,0,2,25,0,0,0,14,0,0,10023,3745,0,11,0,1,0,0,0,1,0,2,0,2,4,13,5,22,12,0,0,0,8,2,0,0,0,0,0,4,0,2,2,1,0,0,2,44,14,12,0,2,2,0,0,12,11,10,0,4,0,0,14,0,0,72,0,71,0,0,0,0,0
0,0,36,38,0,0,1,1,0,0,25,14,0,12,5,9,0,14,0,0,0,0,0,0,0,0,0,19,0,0,0,25,0,3,10055,3746,0,22,0,11,0,0,0,-1,0,-1,0,4,14,22,3,14,2,0,2,0,11,3,0,0,0,0,0,83,2,2,2,2,0,0,0,24,11,14,0,4,0,0,0,4,14,11,0,0,0,0,3,0,5,68,0,14,1,0,0,0,0
0,0,46,32,0,0,25,1,0,0,12,12,0,5,22,18,5,0,25,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,2157,3747,0,3,2,10,0,0,0,3,0,2,0,2,0,8,1,5,2,13,13,0,7,2,0,0,0,2,0,70,1,2,2,2,0,0,0,10,0,5,0,2,1,0,0,18,11,8,0,2,0,0,6,0,0,76,0,163,0,0,0,0,0
0,35,45,38,0,0,20,15,0,0,5,19,0,22,15,5,25,14,1,0,0,0,35,0,35,0,0,10,0,0,0,11,0,5,10541,3748,0,3,2,3,0,0,0,3,0,4,0,0,5,11,1,5,3,14,14,0,0,3,0,0,0,1,0,74,1,2,2,2,0,0,0,14,12,3,0,3,0,0,0,17,11,10,0,0,0,0,5,0,0,76,0,145,0,0,0,0,0
0,0,35,33,0,0,26,1,0,0,1,20,0,9,8,1,9,8,14,0,7,0,19,0,0,0,0,19,0,0,1,20,0,5,8258,3749,0,20,0,1,0,0,0,0,0,3,0,2,12,17,4,18,2,0,2,0,8,7,0,0,0,0,0,2,1,2,2,2,0,0,3,39,11,12,0,4,2,0,0,6,12,11,0,2,1,0,3,0,0,76,0,65,1,0,0,0,0
0,0,38,44,0,0,1,15,0,0,14,2,0,3,9,5,14,0,19,0,15,0,14,0,0,0,0,10,0,0,0,11,0,1,2385,3750,0,6,0,17,0,1,0,2,0,3,0,2,0,11,4,5,2,14,13,0,4,2,0,0,0,0,0,53,1,2,2,1,0,0,0,37,4,2,0,2,0,0,0,16,11,9,0,4,0,0,9,5,0,75,0,124,0,0,0,0,0
0,0,39,46,0,0,1,9,0,0,18,14,0,17,19,21,12,5,5,12,25,0,0,0,0,0,0,20,0,0,0,23,0,2,4159,3751,0,21,2,1,0,0,0,0,0,0,0,3,8,20,3,21,2,0,0,0,10,2,0,0,0,2,0,87,2,2,2,0,0,0,0,31,4,18,0,4,0,0,0,5,10,7,0,4,0,0,3,0,0,74,0,44,0,0,0,0,0
0,0,30,29,0,0,5,21,0,0,22,18,0,25,20,14,9,0,19,0,0,0,0,0,0,0,0,19,0,0,0,14,0,2,10600,3752,0,11,0,7,0,0,0,0,0,3,0,2,4,12,3,14,14,3,2,0,7,5,3,0,0,1,0,8,0,2,2,0,0,0,0,29,11,10,0,2,0,0,0,11,10,8,0,3,1,0,14,0,0,74,0,64,1,0,0,0,0
0,0,30,34,0,0,15,9,0,0,18,14,0,9,20,1,15,14,14,0,0,0,0,0,0,0,0,15,0,0,0,8,0,3,2205,3753,0,3,2,0,0,0,0,3,0,4,0,2,0,8,6,22,2,10,18,0,7,2,0,0,0,0,0,78,0,2,2,0,0,0,0,48,5,4,0,2,0,0,0,18,12,10,0,3,0,0,6,0,0,76,0,157,1,0,0,0,0
0,0,52,44,0,0,5,1,0,0,11,14,0,5,11,0,9,0,14,0,0,0,0,0,0,0,9,9,0,0,9,11,0,4,10500,3754,0,8,0,12,0,0,0,0,0,0,0,3,2,11,1,7,2,0,0,0,11,2,0,0,0,3,0,7,0,0,0,0,0,0,9,8,8,5,0,2,0,0,13,5,0,10,0,4,0,1,19,0,0,68,0,38,0,0,0,0,0
0,0,31,39,0,0,12,5,0,0,9,20,0,10,3,1,1,8,12,0,6,0,0,0,0,0,0,19,0,0,0,24,0,1,8323,3755,0,22,0,1,0,0,0,-1,0,-1,0,4,8,21,6,14,2,2,3,0,3,2,0,0,0,2,0,84,2,2,2,2,0,0,0,50,5,13,0,4,0,0,0,4,10,8,0,3,0,0,3,0,0,69,0,3,0,0,0,0,0
0,0,30,39,0,0,1,1,0,0,22,18,0,15,20,14,9,0,14,0,0,0,0,0,0,0,0,19,0,0,0,21,0,0,2182,3756,0,19,0,4,0,1,0,-1,0,-1,0,4,7,19,6,21,4,1,3,0,2,5,0,0,0,1,0,31,1,2,2,1,0,0,0,51,3,20,0,4,0,0,0,5,11,6,0,6,1,0,16,0,0,71,0,17,1,0,0,0,0
0,0,36,45,0,0,15,20,0,0,18,1,0,4,18,5,12,14,9,0,14,0,7,0,0,0,0,11,0,0,0,14,0,0,10574,3757,0,10,2,0,0,0,0,0,0,4,0,4,0,12,3,11,8,2,2,0,1,4,0,0,0,2,0,49,0,2,2,1,0,0,0,28,0,9,0,3,1,0,0,10,12,8,0,3,0,0,10,0,0,76,0,77,1,0,0,0,0
0,0,44,34,0,0,1,1,0,0,17,18,0,21,20,15,12,14,5,0,25,0,0,0,0,0,0,14,0,0,0,14,0,5,10033,3758,0,14,2,2,0,1,0,-1,0,-1,0,4,6,12,5,15,10,2,2,0,9,2,0,0,0,1,0,41,0,2,2,1,0,0,0,40,0,11,0,2,0,0,0,8,11,9,0,3,1,0,13,0,5,73,0,28,0,0,0,0,0
0,0,49,33,0,0,9,9,0,0,12,12,0,12,3,0,8,0,18,0,9,0,19,0,20,0,0,15,0,0,0,11,0,0,10884,3759,0,6,2,0,0,0,0,1,0,3,0,3,6,10,1,14,2,9,11,0,2,10,0,0,0,1,0,21,0,2,2,0,0,0,0,10,4,12,0,8,3,0,0,11,14,10,0,6,1,0,4,0,0,74,0,79,1,0,0,0,0
0,0,32,42,0,0,18,5,0,0,1,1,0,14,19,11,1,0,14,0,20,0,0,0,0,0,0,19,0,0,0,21,0,2,2073,3760,0,16,0,0,0,0,0,0,0,2,0,3,5,17,6,19,2,3,3,0,3,9,2,0,0,3,0,36,0,2,2,0,0,0,0,54,6,12,0,8,0,0,0,10,10,8,0,6,1,0,1,0,0,70,0,55,0,0,0,0,0
0,0,30,49,0,0,1,9,0,0,18,12,0,9,12,21,9,19,1,0,13,0,19,0,0,0,0,11,0,0,0,11,0,2,10051,3761,0,9,2,0,0,0,0,0,0,3,0,2,0,11,5,10,8,5,5,0,4,3,0,0,0,3,0,52,0,2,2,2,0,0,0,44,6,9,0,1,0,0,0,9,10,8,0,2,0,0,11,0,0,75,0,84,0,0,0,0,0
0,0,46,31,0,0,25,4,0,0,18,23,0,5,1,3,18,5,4,0,19,0,0,0,0,0,0,20,0,0,0,10,0,3,10601,3762,0,6,0,1,0,0,0,1,0,4,0,4,2,9,6,22,8,2,2,0,9,2,0,0,0,0,0,95,0,2,2,0,0,0,0,49,10,7,0,0,0,0,0,11,8,7,0,4,0,0,12,0,0,75,0,103,1,0,0,0,0
0,0,40,48,0,0,9,1,0,0,3,20,0,8,20,15,9,12,1,1,20,19,15,0,0,0,10,17,0,0,0,14,0,1,2122,3763,0,10,0,0,0,0,0,-1,0,-1,0,4,3,14,0,17,2,1,4,0,9,4,0,0,0,0,0,18,2,0,0,1,0,0,14,2,11,10,0,4,0,0,0,7,9,7,0,2,1,0,0,5,0,73,0,25,0,0,0,0,0
0,0,39,33,0,0,1,18,0,0,18,5,0,3,5,21,18,19,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,5,6192,3764,0,3,2,5,0,0,0,2,0,4,0,0,0,10,1,5,2,13,14,0,0,2,0,0,0,3,0,65,1,2,2,1,0,0,0,13,4,3,0,2,1,0,0,14,11,8,0,4,0,0,8,0,0,75,0,138,0,0,0,0,0
0,0,36,45,0,0,1,8,0,0,22,5,0,15,18,14,13,20,1,5,14,0,0,0,0,0,0,14,0,0,0,21,0,5,2399,3765,0,17,0,1,0,0,0,-1,0,-1,0,4,8,18,5,19,3,1,3,0,11,4,0,0,0,1,0,13,1,2,2,1,0,0,0,44,10,18,0,4,0,0,0,4,9,7,0,6,0,0,3,5,0,74,0,20,0,0,0,0,0
0,0,29,49,0,0,55,9,0,0,36,14,0,55,4,0,8,0,1,0,13,0,0,0,0,0,0,19,0,0,0,23,0,2,2312,3766,0,16,2,6,0,0,0,0,0,2,0,2,12,20,6,17,2,1,4,0,4,7,0,0,0,2,0,81,1,2,2,0,0,0,0,50,9,18,0,5,3,0,0,6,13,11,0,3,1,0,3,0,0,74,0,52,0,0,0,0,0
0,0,36,33,0,0,1,18,0,0,3,1,0,17,8,21,1,9,13,0,0,0,0,0,0,0,1,10,0,0,0,9,0,2,98,3767,0,2,2,0,0,0,0,2,0,2,0,1,7,9,5,6,8,14,14,0,9,2,0,0,0,2,0,64,1,2,2,2,0,0,2,43,0,16,0,1,1,0,0,16,11,9,0,6,1,0,5,0,5,77,0,130,0,0,0,0,0
0,0,36,28,0,0,15,18,0,0,18,1,0,4,14,1,3,14,8,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,10510,3768,0,3,2,0,0,1,0,2,0,3,0,1,4,11,5,11,8,2,2,0,2,2,2,0,0,1,0,99,0,2,2,1,0,0,0,42,3,6,0,2,1,0,0,15,10,9,0,6,0,0,12,0,0,72,0,123,0,0,0,0,0
0,0,36,30,0,0,21,1,0,0,18,22,0,18,9,9,19,5,0,14,0,20,0,5,0,0,0,15,0,0,0,14,0,5,8240,3769,0,15,2,2,0,0,0,1,0,4,0,3,8,13,5,15,11,2,2,0,1,2,0,0,0,3,0,10,0,2,2,1,0,0,0,42,5,11,0,2,1,0,0,11,14,10,0,2,0,0,13,5,0,72,0,75,1,0,0,0,0
0,0,36,39,0,0,9,1,0,0,13,18,0,13,19,25,8,0,1,0,12,0,12,0,0,0,2,15,0,0,0,14,0,5,2342,3770,0,13,0,5,0,0,0,0,0,3,0,2,11,13,5,17,2,7,8,0,2,11,0,0,0,0,0,6,2,2,2,0,0,0,3,42,8,15,0,6,3,0,0,6,20,12,0,5,0,0,4,5,0,77,0,69,1,0,0,0,0
0,0,44,32,0,0,1,21,0,0,8,12,0,5,12,13,5,5,18,0,0,0,0,0,0,0,0,18,0,0,0,19,0,4,2227,3771,0,15,2,6,0,0,0,0,0,2,0,2,5,17,3,15,8,0,2,0,8,4,0,0,0,0,0,15,2,2,2,1,0,0,0,31,6,12,0,2,2,0,0,6,11,8,0,4,1,0,16,0,0,75,0,52,0,0,0,0,0
0,0,28,27,0,0,18,14,0,0,1,4,0,4,5,0,18,0,19,0,15,0,14,0,0,0,0,19,0,0,0,26,0,1,74,3772,0,22,0,0,0,1,0,-1,0,0,0,3,11,22,5,18,2,2,2,0,7,3,0,0,0,0,0,11,2,2,2,0,0,0,0,42,1,16,0,12,3,0,0,7,11,8,0,1,0,0,1,5,0,68,0,6,1,0,0,0,0
0,0,36,28,0,0,55,9,0,0,44,22,0,55,5,0,14,0,19,0,0,0,0,0,0,0,0,11,0,0,0,13,0,3,2368,3773,0,11,2,3,0,1,0,0,0,2,0,1,0,12,0,10,8,2,2,0,4,2,0,0,0,3,0,98,0,2,2,1,0,0,0,4,9,9,0,0,0,0,0,9,11,8,0,4,0,0,11,0,0,72,0,76,0,0,0,0,0
0,0,36,32,0,0,15,5,0,0,18,18,0,4,7,1,21,14,19,0,15,0,14,0,0,0,0,11,0,0,0,14,0,5,2389,3774,0,10,2,9,0,0,0,0,0,3,0,2,3,12,6,11,13,2,2,0,1,2,2,0,0,0,0,91,0,2,2,0,0,0,0,50,6,9,0,2,2,0,0,11,16,14,0,4,0,0,11,0,0,74,0,102,0,0,0,0,0
0,13,29,29,0,0,8,21,0,0,1,14,0,19,14,5,9,0,14,0,7,0,8,0,1,0,17,21,0,0,0,13,0,3,10601,3775,0,10,2,2,0,0,0,-1,0,1,0,3,2,14,1,17,2,0,0,0,1,5,2,0,0,3,0,16,2,0,0,0,0,0,14,11,0,8,0,6,2,0,0,4,15,14,0,3,0,0,0,5,0,71,0,28,0,0,0,0,0
0,13,30,31,0,0,55,55,0,0,36,53,0,55,29,0,8,0,9,0,19,0,15,0,12,0,0,19,0,0,0,23,0,1,10048,3776,0,23,0,2,0,1,0,0,0,-1,0,4,11,20,6,15,2,2,2,0,8,2,0,0,0,0,0,7,2,2,2,1,0,0,0,49,12,14,0,7,1,0,0,4,11,10,0,2,1,0,3,0,0,67,0,0,0,0,0,0,0
0,0,44,37,0,0,9,9,0,0,3,14,0,8,12,1,5,18,25,4,0,0,0,0,0,0,0,11,0,0,0,14,0,5,10594,3777,0,11,2,0,0,0,0,0,0,2,0,2,3,14,6,10,9,2,2,0,4,2,2,0,0,0,0,50,0,2,2,2,0,0,0,51,2,8,0,2,0,0,0,11,14,9,0,0,0,0,10,0,0,74,0,72,1,0,0,0,0
0,0,39,38,0,0,1,1,0,0,18,6,0,3,18,21,1,19,14,0,3,0,5,0,0,0,0,21,0,0,0,16,0,1,2102,3778,0,15,2,2,0,0,0,-1,0,-1,0,4,6,14,5,14,6,0,2,0,7,4,0,0,0,2,0,29,1,2,2,0,0,0,0,43,0,14,0,3,0,0,0,5,10,8,0,0,0,0,18,0,0,74,0,35,0,0,0,0,0
0,0,46,40,0,0,25,21,0,0,12,2,0,5,9,18,14,0,0,0,0,0,0,0,0,0,0,17,0,0,0,15,0,1,3130,3780,0,14,0,4,0,0,0,0,0,0,0,4,4,14,6,17,12,0,0,0,9,0,0,0,0,3,0,27,2,2,2,2,0,0,0,54,11,18,0,3,2,0,0,6,14,12,0,4,1,0,17,0,0,74,0,50,0,0,0,0,0
5,18,36,45,55,0,15,3,0,0,8,8,0,14,13,39,9,9,20,3,26,8,0,1,36,0,0,10,0,0,0,6,0,4,3073,3781,0,4,2,15,0,0,0,3,0,4,0,1,0,5,0,5,0,20,25,0,1,0,2,0,0,2,0,60,0,2,2,0,0,0,0,2,6,1,0,0,3,0,0,19,21,18,0,5,0,0,7,0,0,76,0,160,0,0,0,0,0
0,0,39,30,0,0,9,9,0,0,3,24,0,8,15,1,14,5,0,12,35,0,35,0,0,0,1,17,0,0,1,20,0,5,2379,3782,0,22,0,2,0,1,0,0,0,0,0,4,3,17,5,17,11,0,0,0,0,0,0,0,0,0,0,11,0,2,2,1,0,0,1,44,12,19,0,4,1,0,1,8,14,10,0,1,0,0,18,0,0,74,0,50,1,0,0,0,0
0,0,39,27,0,0,55,14,0,0,36,4,0,55,5,0,18,0,19,0,15,0,14,0,0,0,0,11,0,0,0,12,0,1,6186,3783,0,11,2,3,0,1,0,2,0,4,0,1,4,11,6,12,9,0,0,0,4,3,0,0,0,2,0,3,0,2,2,1,0,0,0,52,9,6,0,2,1,0,0,13,13,8,0,0,1,0,10,0,0,75,0,120,1,0,0,0,0
0,0,29,45,0,0,1,23,0,0,12,5,0,22,14,9,19,14,15,0,14,0,0,0,0,0,0,17,0,0,0,20,0,5,12307,3784,0,16,2,13,0,1,0,0,0,3,0,2,5,17,0,17,10,1,1,0,0,3,0,0,0,3,0,1,0,2,2,2,0,0,0,4,11,25,0,2,3,0,0,8,14,9,0,3,1,0,17,0,0,73,0,55,0,0,0,0,0
0,0,30,36,0,0,1,1,0,0,14,3,0,9,11,5,19,12,15,0,14,0,0,0,0,0,2,19,0,0,0,23,0,2,3876,3785,0,24,0,0,0,0,0,0,0,0,0,3,9,20,4,15,0,2,3,0,1,4,0,0,0,0,0,9,1,2,2,0,0,0,2,37,9,24,0,6,1,0,0,7,12,9,0,5,0,0,3,0,0,72,0,40,0,0,0,0,0
0,0,38,44,0,0,15,9,0,0,7,3,0,1,8,14,20,0,5,0,18,0,0,0,0,0,0,11,0,0,0,5,0,2,5679,3786,0,3,2,2,0,0,0,3,0,3,0,-1,2,4,6,12,12,0,0,0,3,0,0,0,0,1,0,96,2,2,2,2,0,0,0,48,12,6,0,3,1,0,0,18,10,8,0,2,0,0,12,0,0,76,0,165,0,0,0,0,0
0,0,27,31,0,0,9,18,0,0,18,19,0,5,5,15,18,14,25,20,0,1,0,5,0,0,0,10,0,0,0,11,0,1,6150,3787,0,11,2,1,0,1,0,2,0,3,0,3,0,11,6,5,0,11,12,0,0,0,0,0,0,0,0,69,1,2,2,2,0,0,0,52,11,2,0,2,0,0,0,19,10,8,0,0,0,0,5,0,0,78,0,165,1,0,0,0,0
0,0,28,39,0,0,15,1,0,0,25,6,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,18,0,0,5667,3788,0,19,2,2,0,0,0,0,0,3,0,2,0,16,5,11,13,2,0,0,0,0,2,0,0,1,0,34,0,2,2,0,0,0,0,43,12,20,0,0,3,0,0,14,29,18,0,5,0,0,11,0,0,76,0,105,0,0,0,0,0
0,8,39,28,5,0,9,18,0,0,11,15,0,5,23,0,14,0,45,0,20,0,5,0,16,0,0,19,0,0,0,23,0,5,8854,3789,0,20,2,1,0,0,0,-1,0,1,0,2,12,20,3,14,1,2,2,0,7,4,0,0,0,1,0,22,1,2,2,1,0,0,0,28,7,27,0,7,1,0,0,7,14,11,0,3,0,1,3,0,5,71,0,35,1,0,0,0,0
0,0,39,32,0,0,9,12,0,0,12,5,0,5,13,19,9,0,14,0,7,0,0,0,0,0,0,18,0,0,0,24,0,0,8816,3790,0,18,1,7,0,1,0,-1,0,-1,0,4,2,22,4,14,9,2,2,0,9,1,0,0,0,0,0,6,2,2,2,1,0,0,0,35,6,14,0,0,1,0,0,4,11,8,0,4,1,0,16,0,0,71,0,25,1,0,0,0,0
0,0,36,34,0,0,21,1,0,0,19,18,0,20,18,21,9,19,19,0,0,0,0,0,0,0,0,17,0,0,0,19,0,5,2368,3791,0,15,0,0,0,0,0,0,0,0,0,3,8,16,5,15,11,0,0,0,9,0,0,0,0,2,0,21,0,2,2,2,0,0,0,45,6,31,0,2,3,0,0,6,16,11,0,3,0,0,18,0,0,70,0,35,0,0,0,0,0
0,0,37,37,0,0,15,9,0,0,0,5,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,15,0,0,0,9,0,3,3588,3792,0,11,2,3,0,1,0,1,0,4,0,4,6,9,1,17,14,9,11,0,11,6,0,0,0,3,0,42,0,2,2,2,0,0,0,13,6,10,0,9,3,0,0,10,15,10,0,6,0,0,4,0,0,77,0,105,0,0,0,0,0
0,0,40,28,0,0,1,15,0,0,20,5,0,8,0,1,0,14,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,2,5638,3793,0,6,2,3,0,0,0,2,0,5,0,3,2,5,0,4,0,14,14,0,3,0,0,0,0,1,0,66,1,2,2,1,0,0,0,4,6,0,0,0,2,0,0,17,11,9,0,4,0,1,7,0,5,77,0,140,1,0,0,0,0
0,0,29,30,0,0,15,21,0,0,14,18,0,5,18,25,0,0,0,0,0,0,0,0,0,0,2,18,0,0,1,23,0,1,4394,3794,0,22,2,4,0,1,0,0,0,2,0,3,6,21,6,15,11,0,0,0,8,2,0,0,0,1,0,16,2,2,2,0,0,0,1,49,14,29,0,3,3,0,0,6,18,13,0,1,0,0,16,5,0,70,0,40,0,0,0,0,0
